evento_id,funcionario_id,data_evento,tipo_evento,departamento_id,cargo_id,salario_anterior,salario_novo,motivo
EVT000223,FUNC00167,2025-12-18,Admissão,D07,C10,,8470.48,Contratação
EVT000224,FUNC00168,2025-12-27,Admissão,D06,C09,,5525.73,Contratação
EVT000225,FUNC00169,2025-12-15,Admissão,D03,C03,,6355.94,Contratação
EVT000226,FUNC00170,2025-12-31,Admissão,D02,C01,,3141.78,Contratação
EVT000227,FUNC00171,2025-12-21,Admissão,D03,C12,,3010.97,Contratação
EVT000228,FUNC00005,2025-12-14,Promoção,D05,C04,8419.29,9261.22,Promoção de Desenvolvedor Sênior para Especialista
EVT000229,FUNC00011,2025-12-06,Avaliação,D02,C07,,,Avaliação de desempenho: nota 1/5
EVT000230,FUNC00031,2025-12-30,Transferência,D03,C01,,,Transferência de Recursos Humanos para Tecnologia
EVT000231,FUNC00034,2025-12-09,Alteração Salarial,D06,C04,9524.7,9874.17,Ajuste de mercado
EVT000232,FUNC00036,2025-12-22,Transferência,D08,C10,,,Transferência de Financeiro para Atendimento ao Cliente
EVT000233,FUNC00037,2025-12-11,Promoção,D04,C02,4018.46,4500,Promoção de Recrutador para Analista Pleno
EVT000234,FUNC00050,2025-12-12,Alteração Salarial,D07,C04,8528.54,9119.89,Reajuste anual
EVT000235,FUNC00054,2025-12-11,Transferência,D04,C03,,,Transferência de Diretoria para Financeiro
EVT000236,FUNC00062,2025-12-23,Avaliação,D07,C05,,,Avaliação de desempenho: nota 3/5
EVT000237,FUNC00066,2025-12-12,Avaliação,D02,C11,,,Avaliação de desempenho: nota 1/5
EVT000238,FUNC00069,2025-12-04,Avaliação,D04,C07,,,Avaliação de desempenho: nota 2/5
EVT000239,FUNC00085,2025-12-05,Alteração Salarial,D02,C05,9801.22,10478.69,Ajuste de mercado
EVT000240,FUNC00109,2025-12-12,Avaliação,D01,C14,,,Avaliação de desempenho: nota 5/5
EVT000241,FUNC00139,2025-12-14,Avaliação,D02,C14,,,Avaliação de desempenho: nota 1/5
EVT000242,FUNC00149,2025-12-31,Avaliação,D05,C13,,,Avaliação de desempenho: nota 2/5
EVT000243,FUNC00153,2025-12-16,Avaliação,D01,C04,,,Avaliação de desempenho: nota 4/5
EVT000244,FUNC00154,2025-12-11,Alteração Salarial,D01,C05,9849.34,10184.43,Retenção de talento
EVT000245,FUNC00155,2025-12-04,Promoção,D02,C06,9840.13,14000,Promoção de Coordenador para Gerente
